LMRG_00074-MONOMER	LMRG_00074		FIG011398: hypothetical protein	
LMRG_01433-MONOMER	LMRG_01433		COG0536: GTP-binding protein Obg	
LMRG_01482-MONOMER	LMRG_01482		FIG008255: hypothetical protein	
LMRG_02309-MONOMER	LMRG_02309		FIG000540: Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	
LMRG_01810-MONOMER	LMRG_01810		FIG013816: hypothetical protein	
LMRG_01307-MONOMER	LMRG_01307		FIG000114: Leucyl-tRNA synthetase (EC 6.1.1.4)	
LMRG_00091-MONOMER	LMRG_00091		FIG229256: PTS system, IIA component	
LMRG_01373-MONOMER	LMRG_01373		Septation ring formation regulator EzrA	
LMRG_01312-MONOMER	LMRG_01312		FIG019773: membrane protein	
LMRG_01557-MONOMER	LMRG_01557		hypothetical protein	
LMRG_02388-MONOMER	LMRG_02388		FIG012950: hypothetical protein	
LMRG_00626-MONOMER	LMRG_00626		Ethanolamine utilization protein similar to PduA/PduJ	
LMRG_01327-MONOMER	LMRG_01327		DNA-3-methyladenine glycosylase (EC 3.2.2.20)	
LMRG_02680-MONOMER	LMRG_02680		FIG006354: hypothetical protein	
LMRG_02133-MONOMER	LMRG_02133		FIG005064: transcriptional regulator, MerR family	
LMRG_02918-MONOMER	LMRG_02918		FIG085691: hypothetical protein	
LMRG_00861-MONOMER	LMRG_00861		Multidrug resistance transporter	
LMRG_01262-MONOMER	LMRG_01262		N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	
LMRG_02675-MONOMER	LMRG_02675		McsB	Arginine kinase
LMRG_02070-MONOMER	LMRG_02070		putative D-alanine esterase for lipoteichoic acid and wall teichoic acid synthesis	DltD, D-alanyl-lipoteichoic acid synthetase
LMRG_00909-MONOMER	LMRG_00909		ATP/GTP-binding protein, SA1392 homolog	
LMRG_02245-MONOMER	LMRG_02245		FIG007390: acetyltransferase, GNAT family	
LMRG_02541-MONOMER	LMRG_02541		FIG023918: Sugar ABC transporter, periplasmic sugar-binding protein	
LMRG_02563-MONOMER	LMRG_02563		Hypothetical protein YfkK	
LMRG_00317-MONOMER	LMRG_00317		FIG011730: hypothetical protein	
LMRG_02049-MONOMER	LMRG_02049		FIG012781: Cell surface hydrolase, membrane-bound	
LMRG_01249-MONOMER	LMRG_01249		PTS system, galactitol-specific IIA component (EC 2.7.1.69)	
LMRG_02934-MONOMER	LMRG_02934		hypothetical protein	
LMRG_01804-MONOMER	LMRG_01804		FIG012958: alpha-glucosidase	
LMRG_01053-MONOMER	LMRG_01053		Methylglyoxal synthase (EC 4.2.3.3)	
LMRG_02289-MONOMER	LMRG_02289		Cold-shock DEAD-box protein A	
LMRG_00900-MONOMER	LMRG_00900		Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	
LMRG_02534-MONOMER	LMRG_02534		Glycerol dehydrogenase (EC 1.1.1.6)	
LMRG_02080-MONOMER	LMRG_02080		FIG050193: ABC transporter, permease protein	
LMRG_02071-MONOMER	LMRG_02071		D-alanyl carrier protein	DltC
LMRG_01608-MONOMER	LMRG_01608		Hypothetical protein SAV1846	
LMRG_00327-MONOMER	LMRG_00327		Haem-transporting ATPase	FrvA, Fur regulated virulence factor A
LMRG_00688-MONOMER	LMRG_00688		FIG007327: DUF1801 domain-containing protein	
LMRG_02152-MONOMER	LMRG_02152		SSU ribosomal protein S13p (S18e)	
LMRG_02172-MONOMER	LMRG_02172		SSU ribosomal protein S19p (S15e)	
LMRG_01316-MONOMER	LMRG_01316		FIG008945: ABC transporter, ATP-binding/permease protein	
LMRG_02264-MONOMER	LMRG_02264		Calcium-transporting ATPase	LMCA1
LMRG_00060-MONOMER	LMRG_00060		FIG001582: Putative Nudix hydrolase YfcD (EC 3.6.-.-)	
LMRG_00886-MONOMER	LMRG_00886		Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog	
LMRG_01288-MONOMER	LMRG_01288		Cystathionine beta-lyase (EC 4.4.1.8)	
LMRG_01237-MONOMER	LMRG_01237		FIG008042: DNA-binding protein	
LMRG_02223-MONOMER	LMRG_02223		FIG000852: DNA-binding response regulator KdpE	
LMRG_02013-MONOMER	LMRG_02013		Succinate-semialdehyde dehydrogenase	GabD, SSDH
LMRG_00430-MONOMER	LMRG_00430		FIG008295: ABC transporter, ATP-binding protein	
LMRG_01076-MONOMER	LMRG_01076		Nucleoside diphosphate kinase (EC 2.7.4.6)	
LMRG_02604-MONOMER	LMRG_02604		Phosphatase YidA	
LMRG_02864-MONOMER	LMRG_02864		FIG019347: hypothetical protein	
LMRG_00851-MONOMER	LMRG_00851		FIG002344: Hydrolase (HAD superfamily)	
LMRG_01798-MONOMER	LMRG_01798		FIG001974: Carboxylesterase (EC 3.1.1.1)	
LMRG_01214-MONOMER	LMRG_01214		FIG000518: Large-conductance mechanosensitive channel	
LMRG_00744-MONOMER	LMRG_00744		tRNA delta(2)-isopentenylpyrophosphate transferase	MiaA
LMRG_00811-MONOMER	LMRG_00811		FIG000323: Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	
LMRG_00172-MONOMER	LMRG_00172		3-dehydroquinate dehydratase I (EC 4.2.1.10)	
LMRG_01111-MONOMER	LMRG_01111		FIG001005: ABC-type multidrug transport system, ATPase component	
LMRG_01703-MONOMER	LMRG_01703		Thymidine kinase (EC 2.7.1.21)	
LMRG_00591-MONOMER	LMRG_00591		Cobalamin synthase	
LMRG_02381-MONOMER	LMRG_02381		FIG020613: Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	
LMRG_02183-MONOMER	LMRG_02183		NADH dehydrogenase (EC 1.6.99.3) in cluster with putative pheromone precursor	
LMRG_02027-MONOMER	LMRG_02027		DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	
LMRG_00647-MONOMER	LMRG_00647		Uroporphyrinogen-III methyltransferase / Uroporphyrinogen-III synthase	
LMRG_02685-MONOMER	LMRG_02685		Sensor histidine kinase colocalized with HrtAB transporter	
LMRG_02216-MONOMER	LMRG_02216		hypothetical protein	
LMRG_01677-MONOMER	LMRG_01677		Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	
LMRG_01565-MONOMER	LMRG_01565		FIG007658: Fumarylacetoacetate hydrolase family protein	
LMRG_00715-MONOMER	LMRG_00715		FIG010883: hypothetical protein	
LMRG_02922-MONOMER	LMRG_02922		FIG001547: ATP-dependent nuclease, subunit A	
LMRG_01011-MONOMER	LMRG_01011		FIG002584: COG1272: Predicted membrane protein hemolysin III homolog	
LMRG_00653-MONOMER	LMRG_00653		ATPase component CbiO of energizing module of cobalt ECF transporter	
LMRG_01754-MONOMER	LMRG_01754		Phosphate transport system regulatory protein PhoU	PhoU
LMRG_01171-MONOMER	LMRG_01171		Cysteine desulfurase (EC 2.8.1.7)	
LMRG_01752-MONOMER	LMRG_01752		Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	
LMRG_00075-MONOMER	LMRG_00075		Transcriptional repressor of the myo-inositol catabolic operon DeoR family	
LMRG_01182-MONOMER	LMRG_01182		Cell division protein FtsA	
LMRG_00668-MONOMER	LMRG_00668		Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	
LMRG_01806-MONOMER	LMRG_01806		FIG008464: hypothetical protein	
LMRG_02405-MONOMER	LMRG_02405		Putative peptidoglycan bound protein (LPXTG motif) Lmo0160 homolog	
LMRG_00451-MONOMER	LMRG_00451		FIG008626: Ser/Thr protein phosphatase family protein	
LMRG_01964-MONOMER	LMRG_01964		FIG015484: phosphosugar-binding protein	
LMRG_01496-MONOMER	LMRG_01496		L-Cystine ABC transporter, permease protein TcyM	
LMRG_02343-MONOMER	LMRG_02343		FIG010144: hypothetical protein	
LMRG_02150-MONOMER	LMRG_02150		DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	
LMRG_01937-MONOMER	LMRG_01937		FIG006860: ATPase associated with chromosome architecture/replication	
LMRG_00681-MONOMER	LMRG_00681		FIG000132: Aspartokinase (EC 2.7.2.4)	
LMRG_01300-MONOMER	LMRG_01300		L-lactate dehydrogenase (EC 1.1.1.27)	
LMRG_01145-MONOMER	LMRG_01145		PTS system, mannose-specific IIA component (EC 2.7.1.69)	
LMRG_01463-MONOMER	LMRG_01463		FIG003700: DNA-binding response regulator	
LMRG_02705-MONOMER	LMRG_02705		4-oxalocrotonate tautomerase (EC 5.3.2.-); Xylose transport system permease protein xylH	
LMRG_02461-MONOMER	LMRG_02461		Sugar kinase and transcription regulator	
LMRG_01121-MONOMER	LMRG_01121		FIG022813: Transcriptional regulator, GntR family	
LMRG_01599-MONOMER	LMRG_01599		FIG009286: transcriptional regulator, LysR family	
LMRG_02326-MONOMER	LMRG_02326		Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)	
LMRG_00680-MONOMER	LMRG_00680		FIG000185: Excinuclease ABC subunit C	
LMRG_01984-MONOMER	LMRG_01984		Gluconokinase (EC 2.7.1.12)	
LMRG_00707-MONOMER	LMRG_00707		Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23); putative	
LMRG_02521-MONOMER	LMRG_02521		FIG008438: Molybdate metabolism regulator	
LMRG_01084-MONOMER	LMRG_01084		GTP-binding protein EngA	
LMRG_01638-MONOMER	LMRG_01638		FIG003184: Oligopeptide transport system permease protein oppC (TC 3.A.1.5.1)	
LMRG_02849-MONOMER	LMRG_02849		FIG020747: hypothetical protein	
LMRG_00696-MONOMER	LMRG_00696		FIG007422: transporter	
LMRG_01216-MONOMER	LMRG_01216		FIG019766: hypothetical protein	
LMRG_02352-MONOMER	LMRG_02352		FIG007570: nitroreductase family protein	
LMRG_00252-MONOMER	LMRG_00252		Histidinol-phosphatase (EC 3.1.3.15)	
LMRG_00819-MONOMER	LMRG_00819		Phosphate butyryltransferase (EC 2.3.1.19)	
LMRG_00089-MONOMER	LMRG_00089		Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	
LMRG_02050-MONOMER	LMRG_02050		FIG012781: Cell surface hydrolase, membrane-bound	
LMRG_01194-MONOMER	LMRG_01194		FIG010564: hypothetical protein	
LMRG_00270-MONOMER	LMRG_00270		Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	
LMRG_01336-MONOMER	LMRG_01336		FIG135159: Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	
LMRG_00221-MONOMER	LMRG_00221		Tagatose 1,6-diphosphate aldolase	LacD
LMRG_01977-MONOMER	LMRG_01977		FIG000291: tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	
LMRG_01008-MONOMER	LMRG_01008		YfaA	
LMRG_01555-MONOMER	LMRG_01555		ORF26	
LMRG_00718-MONOMER	LMRG_00718		ATP-dependent Clp protease ATP-binding subunit ClpX	
LMRG_01168-MONOMER	LMRG_01168		Isoleucyl-tRNA synthetase (EC 6.1.1.5)	
LMRG_02490-MONOMER	LMRG_02490		Putative secretion system component EssB/YukC	
LMRG_01494-MONOMER	LMRG_01494		L-Cystine ABC transporter, periplasmic cystine-binding protein TcyK	
LMRG_00611-MONOMER	LMRG_00611		Propionate kinase, propanediol utilization (EC 2.7.2.1)	
LMRG_01114-MONOMER	LMRG_01114		FIG007934: Tellurite resistance protein	
LMRG_00145-MONOMER	LMRG_00145		FIG002343: hypothetical protein-2	
LMRG_02005-MONOMER	LMRG_02005		FIG007124: hypothetical protein	
LMRG_00452-MONOMER	LMRG_00452		Lipoate-protein ligase A	
LMRG_00158-MONOMER	LMRG_00158		FIG008035: putative secreted protein	
LMRG_01639-MONOMER	LMRG_01639		FIG002049: Oligopeptide transport ATP-binding protein oppD (TC 3.A.1.5.1)	
LMRG_02297-MONOMER	LMRG_02297		FIG013515: Transcriptional antiterminator, PTS system IIA 2 domain protein	
LMRG_01489-MONOMER	LMRG_01489		FIG007145: Exoenzymes regulatory protein aepA precursor	
LMRG_00173-MONOMER	LMRG_00173		FIG014381: transcriptional regulator, LysR family	
LMRG_00815-MONOMER	LMRG_00815		1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	
LMRG_00761-MONOMER	LMRG_00761		FIG013855: hypothetical protein	
LMRG_02510-MONOMER	LMRG_02510		sodium-dependent transporter	
LMRG_01440-MONOMER	LMRG_01440		tRNA-guanine transglycosylase (EC 2.4.2.29)	
LMRG_02775-MONOMER	LMRG_02775		FIG007285: hypothetical protein	
LMRG_02180-MONOMER	LMRG_02180		Putative prenyltransferase, contains 1,4-dihydroxy-2-naphthoate octaprenyltransferase domain	
LMRG_01707-MONOMER	LMRG_01707		FIG059124: Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	
LMRG_02463-MONOMER	LMRG_02463		FIG029916: PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	
LMRG_00219-MONOMER	LMRG_00219		N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)	
LMRG_01820-MONOMER	LMRG_01820		Cell division protein FtsW	
LMRG_00135-MONOMER	LMRG_00135		Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F1 (as in PMID19099556)	
LMRG_00583-MONOMER	LMRG_00583		similar to putative 3-Demethylubiquinone-9 3-Methyltransferase, Phnb protein	
LMRG_02260-MONOMER	LMRG_02260		FIG012986: ABC transporter, ATP-binding protein	
LMRG_01941-MONOMER	LMRG_01941		FIG008404: hydrolase, CocE/NonD family	
LMRG_02867-MONOMER	LMRG_02867		Internalin-like protein (LPXTG motif) Lmo0801 homolog	
LMRG_00421-MONOMER	LMRG_00421		FIG009696: Transcriptional regulator, XRE family	
LMRG_01390-MONOMER	LMRG_01390		FIG002379: metal-dependent hydrolase	
LMRG_02982-MONOMER	LMRG_02982		ISLmo1, transposase OrfA	
LMRG_00236-MONOMER	LMRG_00236		aldehyde reductase	
LMRG_00970-MONOMER	LMRG_00970		Methionyl-tRNA formyltransferase (EC 2.1.2.9)	
LMRG_02904-MONOMER	LMRG_02904		FIG008814: PTS system, IIA component	
LMRG_00502-MONOMER	LMRG_00502		FIG021644: Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	
LMRG_02093-MONOMER	LMRG_02093		Potassium uptake protein, integral membrane component, KtrD	
LMRG_00664-MONOMER	LMRG_00664		FIG010352: rRNA methylase	
LMRG_00237-MONOMER	LMRG_00237		Di/tripeptide permease DtpT	DtpT
LMRG_00869-MONOMER	LMRG_00869		FIG008415: MDR-type permease	
LMRG_01729-MONOMER	LMRG_01729		Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	TagO
LMRG_02052-MONOMER	LMRG_02052		hypothetical protein	
LMRG_02882-MONOMER	LMRG_02882		FIG008922: Transcriptional regulator, TetR family	
LMRG_00685-MONOMER	LMRG_00685		Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	
LMRG_01268-MONOMER	LMRG_01268		Bacitracin export ATP-binding protein BceA	
LMRG_01173-MONOMER	LMRG_01173		Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	
LMRG_00539-MONOMER	LMRG_00539		Putative polyribitolphosphotransferase	
LMRG_02589-MONOMER	LMRG_02589		FIG048753: Aliphatic amidase amiE (EC 3.5.1.4)	
LMRG_00284-MONOMER	LMRG_00284		FIG010381: hypothetical protein	
LMRG_01751-MONOMER	LMRG_01751		Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	
LMRG_00956-MONOMER	LMRG_00956		Phosphate:acyl-ACP acyltransferase PlsX	
LMRG_01661-MONOMER	LMRG_01661		FIG008145: Oxalate/formate antiporter	
LMRG_02365-MONOMER	LMRG_02365		LmaC, associated with virulence in Listeria	
LMRG_01213-MONOMER	LMRG_01213		FIG006875: hypothetical protein	
LMRG_00723-MONOMER	LMRG_00723		Ribonuclease HII	RnhB, RNase H, Endoribonuclease H
LMRG_01052-MONOMER	LMRG_01052		FIG000289: tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	
LMRG_00817-MONOMER	LMRG_00817		Arginine pathway regulatory protein ArgR, repressor of arg regulon	
LMRG_02481-MONOMER	LMRG_02481		Phosphoesterase, DHH family protein	
LMRG_01158-MONOMER	LMRG_01158		FIG002327: DNA-binding response regulator, AraC family	
LMRG_00124-MONOMER	LMRG_00124		FIG008773: oxidoreductase, short-chain dehydrogenase/reductase family	
LMRG_02667-MONOMER	LMRG_02667		Cysteinyl-tRNA synthetase (EC 6.1.1.16)	
LMRG_01968-MONOMER	LMRG_01968		FIG005064: transcriptional regulator, MerR family	
LMRG_01280-MONOMER	LMRG_01280		Neopullulanase (EC 3.2.1.135)	
LMRG_01530-MONOMER	LMRG_01530		Protein gp68 [Bacteriophage A118]	
LMRG_01101-MONOMER	LMRG_01101		Phosphopentomutase (EC 5.4.2.7)	
LMRG_02814-MONOMER	LMRG_02814		FIG008567: metallo-beta-lactamase family protein	
LMRG_01773-MONOMER	LMRG_01773		FIG000901: Phosphoglucomutase (EC 5.4.2.2)	
LMRG_02331-MONOMER	LMRG_02331		FIG008196: transcriptional regulator, MerR family	
LMRG_01073-MONOMER	LMRG_01073		Chorismate mutase II (EC 5.4.99.5)	
LMRG_01048-MONOMER	LMRG_01048		Pantoate--beta-alanine ligase (EC 6.3.2.1)	
LMRG_01077-MONOMER	LMRG_01077		Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)	
LMRG_02143-MONOMER	LMRG_02143		FIG024851: Transmembrane component of general energizing module of ECF transporters	
LMRG_00846-MONOMER	LMRG_00846		3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	
LMRG_02302-MONOMER	LMRG_02302		FIG008212: oxidoreductase, aldo/keto reductase family	
LMRG_00883-MONOMER	LMRG_00883		ABC transporter ATP-binding protein uup	
LMRG_00932-MONOMER	LMRG_00932		Translation elongation factor LepA	
LMRG_02562-MONOMER	LMRG_02562		FIG010032: aminoglycoside N3-acetyltransferase	
LMRG_02028-MONOMER	LMRG_02028		Sortase A, LPXTG specific	
LMRG_02425-MONOMER	LMRG_02425		FIG007167: OxaI/YidC membrane insertion protein	
LMRG_00371-MONOMER	LMRG_00371		Chemotaxis protein methyltransferase CheR	CheR
LMRG_02364-MONOMER	LMRG_02364		Listeria protein LmaD, associated with virulence	
LMRG_00357-MONOMER	LMRG_00357		oxidoreductase, short-chain dehydrogenase/reductase family	
LMRG_01814-MONOMER	LMRG_01814		Glutamate decarboxylase	GadD3, GadD
LMRG_00841-MONOMER	LMRG_00841		FIG011595: Unspecified monosaccharide ABC transport system, ATP-binding protein	
LMRG_02115-MONOMER	LMRG_02115		Glycine betaine ABC transport system, permease protein OpuAB	
LMRG_02522-MONOMER	LMRG_02522		FIG000256: Shikimate kinase I (EC 2.7.1.71)	
LMRG_00414-MONOMER	LMRG_00414		putative peptidoglycan bound protein (LPXTG motif)	
LMRG_00983-MONOMER	LMRG_00983		Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	
LMRG_01353-MONOMER	LMRG_01353		FIG007234: hypothetical protein	
LMRG_01516-MONOMER	LMRG_01516		FIG048929: hypothetical protein	
LMRG_02469-MONOMER	LMRG_02469		Agmatine deiminase (EC 3.5.3.12)	
LMRG_00659-MONOMER	LMRG_00659		Transcriptional regulator, PadR family	
LMRG_00121-MONOMER	LMRG_00121		FIG008761: glycosyl hydrolase, family 38	
LMRG_01558-MONOMER	LMRG_01558		FIG028103: hypothetical protein	
LMRG_00176-MONOMER	LMRG_00176		FIG002576: Permease of the drug/metabolite transporter (DMT) superfamily	
LMRG_02345-MONOMER	LMRG_02345		PTS system, mannose-specific IIB component / PTS system, mannose-specific IIA component	MptA, Mannose permease two, subunit A
LMRG_01032-MONOMER	LMRG_01032		Xanthine phosphoribosyltransferase (EC 2.4.2.-)	
LMRG_00640-MONOMER	LMRG_00640		cobalamin biosynthesis protein CbiD	
LMRG_00933-MONOMER	LMRG_00933		SSU ribosomal protein S20p	
LMRG_00149-MONOMER	LMRG_00149		Conservative hypothetical protein probably involved in hydantoin, pyrimidine utilization	
LMRG_00300-MONOMER	LMRG_00300		FIG008971: hypothetical protein	
LMRG_00123-MONOMER	LMRG_00123		FIG025190: Acetyltransferase (isoleucine patch superfamily)	
LMRG_02698-MONOMER	LMRG_02698		putative membrane protein	
LMRG_02022-MONOMER	LMRG_02022		Pantothenate kinase (EC 2.7.1.33)	
LMRG_00789-MONOMER	LMRG_00789		Glucokinase (EC 2.7.1.2)	
LMRG_00840-MONOMER	LMRG_00840		Unspecified monosaccharide ABC transport system, substrate-binding component / CD4+ T cell-stimulating antigen, lipoprotein	
LMRG_02116-MONOMER	LMRG_02116		Glycine betaine ABC transport system, glycine betaine-binding protein OpuAC	
LMRG_00005-MONOMER	LMRG_00005		FIG092044: hypothetical protein	
LMRG_01514-MONOMER	LMRG_01514		FIG029458: Repressor (CI-like) [Bacteriophage A118]	
LMRG_02580-MONOMER	LMRG_02580		Zn-dependent hydrolase (beta-lactamase superfamily)	YycJ
LMRG_02119-MONOMER	LMRG_02119		FIG004944: S1 RNA binding domain	
LMRG_01009-MONOMER	LMRG_01009		FIG006988: Lipase/Acylhydrolase with GDSL-like motif	
LMRG_00548-MONOMER	LMRG_00548		FIG172564: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase( EC:2.7.7.40 )	
LMRG_02983-MONOMER	LMRG_02983		FIG041349: Transposase of Staphylococcus aureus IS150 element	
LMRG_00108-MONOMER	LMRG_00108		FIG007821: DNA-binding protein	
LMRG_00185-MONOMER	LMRG_00185		FIG008611: hypothetical protein	
LMRG_00109-MONOMER	LMRG_00109		FIG017865: hypothetical protein	
LMRG_00183-MONOMER	LMRG_00183		FIG007889: Polysialic acid capsule expression protein KpsF	
LMRG_02430-MONOMER	LMRG_02430		DNA polymerase III beta subunit	DnaN
LMRG_00164-MONOMER	LMRG_00164		FIG008329: Transcriptional regulator, AraC family	
LMRG_00530-MONOMER	LMRG_00530		FIG018672: hypothetical protein	
LMRG_01337-MONOMER	LMRG_01337		Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	
LMRG_01464-MONOMER	LMRG_01464		FIG009333: ABC transporter, permease protein	
LMRG_02766-MONOMER	LMRG_02766		FIG007030: hypothetical protein	
LMRG_01540-MONOMER	LMRG_01540		Protein gp11 [Bacteriophage A118]	
LMRG_02822-MONOMER	LMRG_02822		FIG013254: poly (glycerol-phosphate) alpha-glucosyltransferase	
LMRG_00511-MONOMER	LMRG_00511		FIG011211: hypothetical protein	
LMRG_01480-MONOMER	LMRG_01480		Probable glutamate/gamma-aminobutyrate antiporter	GadT2, GadC
LMRG_01057-MONOMER	LMRG_01057		FIG172587: oxidoreductase, FAD-binding	
LMRG_00708-MONOMER	LMRG_00708		Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	
LMRG_01178-MONOMER	LMRG_01178		FIG013736: cell division protein (putative)	
LMRG_02252-MONOMER	LMRG_02252		Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	
LMRG_00184-MONOMER	LMRG_00184		PTS system, galactitol-specific IIA component (EC 2.7.1.69)	
LMRG_01854-MONOMER	LMRG_01854		FIG008613: spermidine N1-acetyltransferase	
LMRG_01438-MONOMER	LMRG_01438		Holliday junction DNA helicase RuvB	
LMRG_02307-MONOMER	LMRG_02307		Hypothetical protein, ydbT homolog	
LMRG_00895-MONOMER	LMRG_00895		FIG010049: hypothetical protein	
LMRG_02787-MONOMER	LMRG_02787		ABC transporter, periplasmic spermidine putrescine-binding protein potD (TC_3.A.1.11.1)	
LMRG_00197-MONOMER	LMRG_00197		FIG014180: Capsule biosynthesis protein capA	
LMRG_01862-MONOMER	LMRG_01862		Zinc-type alcohol dehydrogenase YcjQ	
LMRG_02801-MONOMER	LMRG_02801		ABC transporter, ATP-binding protein	
LMRG_02774-MONOMER	LMRG_02774		FIG006948: hypothetical protein	
LMRG_01404-MONOMER	LMRG_01404		Dephospho-CoA kinase (EC 2.7.1.24)	
LMRG_01907-MONOMER	LMRG_01907		Chromosome (plasmid) partitioning protein ParB	
LMRG_01825-MONOMER	LMRG_01825		FIG000207: Cobalt-zinc-cadmium resistance protein	
LMRG_00917-MONOMER	LMRG_00917		FIG000233: metal-dependent hydrolase	
LMRG_02198-MONOMER	LMRG_02198		Translation elongation factor Tu	
LMRG_00459-MONOMER	LMRG_00459		FIG009122: hypothetical protein	
LMRG_01972-MONOMER	LMRG_01972		FIG017106: PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein	
LMRG_01770-MONOMER	LMRG_01770		Thioredoxin reductase (EC 1.8.1.9)	
LMRG_00667-MONOMER	LMRG_00667		FIG000098: Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	
LMRG_00245-MONOMER	LMRG_00245		Imidazole glycerol phosphate synthase cyclase subunit	
LMRG_00292-MONOMER	LMRG_00292		FIG172559: rhodanese-like domain protein	
LMRG_02385-MONOMER	LMRG_02385		FIG003336: Oligopeptide transport system permease protein oppB (TC 3.A.1.5.1)	
LMRG_02468-MONOMER	LMRG_02468		Carbamate kinase (EC 2.7.2.2)	
LMRG_01314-MONOMER	LMRG_01314		FIG007355: Putative cellsurface protein	
LMRG_01328-MONOMER	LMRG_01328		Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	
LMRG_00800-MONOMER	LMRG_00800		Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	
LMRG_00423-MONOMER	LMRG_00423		D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-), row_id 846	
LMRG_01885-MONOMER	LMRG_01885		FIG008748: hypothetical protein	
LMRG_00902-MONOMER	LMRG_00902		ATP-dependent RNA helicase YqfR	
LMRG_01246-MONOMER	LMRG_01246		FIG018585: Tagatose-6-phosphate kinase (EC 2.7.1.144) / 1-phosphofructokinase (EC 2.7.1.56)	
LMRG_02519-MONOMER	LMRG_02519		FIG008022: hypothetical protein	
LMRG_00313-MONOMER	LMRG_00313		FIG011637: PTS system IIA 2 domain protein	
LMRG_02516-MONOMER	LMRG_02516		FIG000359: Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	
LMRG_00337-MONOMER	LMRG_00337		FIG012541: phage infection protein	
LMRG_01990-MONOMER	LMRG_01990		FIG007926: hypothetical protein	
LMRG_02658-MONOMER	LMRG_02658		LSU ribosomal protein L11p (L12e)	
LMRG_02703-MONOMER	LMRG_02703		Lipoate-protein ligase A	
LMRG_00832-MONOMER	LMRG_00832		FIG008723: hypothetical protein	
LMRG_02447-MONOMER	LMRG_02447		6-phospho-beta-glucosidase	BglH
LMRG_01958-MONOMER	LMRG_01958		FIG025610: Hemolysins and related proteins containing CBS domains	
LMRG_00704-MONOMER	LMRG_00704		PTS system, trehalose-specific IIB component (EC 2.7.1.69) / PTS system, trehalose-specific IIC component (EC 2.7.1.69)	
LMRG_02967-MONOMER	LMRG_02967		ISLmo1, transposase OrfA	
LMRG_00923-MONOMER	LMRG_00923		Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	
LMRG_00378-MONOMER	LMRG_00378		Flagellin protein FlaA	FlaA, Flagellin
LMRG_01398-MONOMER	LMRG_01398		FIG007596: FxsA protein	
LMRG_00854-MONOMER	LMRG_00854		YMCA protein	
LMRG_02487-MONOMER	LMRG_02487		Putative secretion accessory protein EsaA/YueB	
LMRG_01782-MONOMER	LMRG_01782		FIG006718: hypothetical protein	
LMRG_01399-MONOMER	LMRG_01399		FIG007710: membrane protein	
